X,Y,CCN,REPORT_DAT,START_DATE,END_DATE,BLOCK,OFFENSE,METHOD,SHIFT,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,BID,XBLOCK,YBLOCK,LATITUDE,LONGITUDE,OBJECTID,OCTO_RECORD_ID
405927,137335,20079724,2020/05/30 06:51:19+00,2020/05/29 03:00:35+00,2020/05/29 14:16:03+00,1000 - 1099 BLOCK OF 49TH STREET NE,MOTOR VEHICLE THEFT,OTHERS,MIDNIGHT,7,7C,6,602,Cluster 31,007806 2,007806,Precinct 93,,405927,137335,38.9038508942,-76.9316687059,940447488,
406723,136987,20079860,2020/05/30 18:26:19+00,2020/05/30 16:43:39+00,,5420 - 5499 BLOCK OF HUNT PLACE NE,ASSAULT W/DANGEROUS WEAPON,KNIFE,DAY,7,7C,6,608,Cluster 31,007807 2,007807,Precinct 95,,406723,136987,38.9007102601,-76.9224951785,940447489,
401605,136535,20080014,2020/05/31 00:05:58+00,2020/05/28 16:00:18+00,2020/05/29 14:00:26+00,1600 - 1649 BLOCK OF F STREET NE,THEFT F/AUTO,OTHERS,EVENING,7,7D,5,507,Cluster 25,007901 3,007901,Precinct 81,,401605,136535,38.8966627253,-76.9814981159,940447490,
405622,136876,20080347,2020/05/31 13:28:40+00,2020/05/26 18:00:53+00,2020/05/27 23:00:55+00,4600 - 4799 BLOCK OF HAYES STREET NE,THEFT F/AUTO,OTHERS,DAY,7,7C,6,602,Cluster 31,007809 2,007809,Precinct 94,,405622,136876,38.8997180637,-76.9351887506,940447491,
405820,136128,20080582,2020/05/31 22:56:08+00,2020/05/31 15:30:34+00,2020/05/31 18:30:38+00,218 - 299 BLOCK OF 49TH STREET NE,MOTOR VEHICLE THEFT,OTHERS,EVENING,7,7F,6,602,Cluster 30,007804 3,007804,Precinct 98,,405820,136128,38.8929785204,-76.9329125151,940447492,
400435,134715,20080855,2020/06/01 07:37:25+00,2020/06/01 06:20:00+00,2020/06/01 07:10:34+00,700 - 799 BLOCK OF 8TH STREET SE,BURGLARY,OTHERS,MIDNIGHT,6,6B,1,106,Cluster 26,007000 2,007000,Precinct 90,CAPITOL HILL,400435,134715,38.880268837,-76.9949866228,940447493,
398175,145505,20081921,2020/06/02 23:13:01+00,2020/06/01 22:00:25+00,2020/06/02 00:00:27+00,7200  - 7299 BLOCK OF BLAIR ROAD NW,THEFT/OTHER,OTHERS,EVENING,4,4B,4,401,Cluster 17,010300 3,010300,Precinct 63,,398175,145505,38.9774667093,-77.0210618246,940447494,
398165,144310,20082019,2020/06/19 01:49:20+00,2020/06/02 20:02:12+00,2020/06/02 20:20:02+00,500  - 699 BLOCK OF SOMERSET PLACE NW,THEFT/OTHER,OTHERS,EVENING,4,4B,4,402,Cluster 17,001901 3,001901,Precinct 59,,398165,144310,38.9667018479,-77.0211740331,940447495,
397728,141848,20082163,2020/06/03 05:48:03+00,2020/06/03 05:03:08+00,2020/06/03 05:04:10+00,4400  - 4499 BLOCK OF GEORGIA AVENUE NW,BURGLARY,OTHERS,MIDNIGHT,4,4C,4,404,Cluster 18,002501 1,002501,Precinct 48,,397728,141848,38.94452248,-77.0262084122,940447496,
404105,139186,20082465,2020/06/03 20:55:43+00,2020/06/02 14:30:58+00,2020/06/02 15:00:06+00,2400 BLOCK OF MARKET STREET NE,THEFT F/AUTO,OTHERS,EVENING,5,5C,5,503,Cluster 24,009000 3,009000,Precinct 139,,404105,139186,38.9205357239,-76.952663139,940447497,
400130,128889,20082848,2020/06/04 13:32:54+00,2020/05/22 13:00:08+00,2020/05/25 13:00:16+00,4200 - 4283 BLOCK OF 6TH STREET SE,THEFT/OTHER,OTHERS,DAY,8,8E,7,706,Cluster 39,009811 1,009811,Precinct 125,,400130,128889,38.8277858252,-76.9985028505,940447498,
400489,128759,20083276,2020/06/05 11:04:09+00,2020/06/03 15:37:23+00,2020/06/03 16:00:33+00,734 - 855 BLOCK OF SOUTHERN AVENUE SE,THEFT/OTHER,OTHERS,DAY,8,8E,7,706,Cluster 39,009811 2,009811,Precinct 125,,400489,128759,38.826614598,-76.9943685071,940447499,
400216,129491,20083921,2020/06/06 17:22:40+00,2020/06/05 18:00:25+00,2020/06/06 16:15:41+00,444 - 799 BLOCK OF CONDON TERRACE SE,THEFT F/AUTO,OTHERS,DAY,8,8E,7,706,Cluster 39,009801 1,009801,Precinct 121,,400216,129491,38.8332089036,-76.9975122396,940447500,
397921,138712,20084282,2020/06/07 06:40:02+00,2020/06/07 05:00:54+00,2020/06/07 05:40:26+00,1900 - 1999 BLOCK OF 9TH STREET NW,MOTOR VEHICLE THEFT,OTHERS,MIDNIGHT,1,1B,3,305,Cluster 3,004402 2,004402,Precinct 137,,397921,138712,38.9162729049,-77.0239725818,940447501,
402727,131992,20084542,2020/06/07 21:34:05+00,2020/06/07 18:30:01+00,2020/06/07 20:30:23+00,2814 - 2899 BLOCK OF 28TH STREET SE,SEX ABUSE,OTHERS,EVENING,8,8B,7,702,Cluster 36,007502 2,007502,Precinct 134,,402727,131992,38.8557348206,-76.9685821131,940447502,
400040,131076,20084775,2020/06/08 05:43:33+00,2020/06/08 04:20:03+00,2020/06/08 05:43:40+00,2800 - 2899 BLOCK OF 5TH STREET SE,ROBBERY,OTHERS,MIDNIGHT,8,8C,7,707,Cluster 39,010400 3,010400,Precinct 123,,400040,131076,38.8474873221,-76.9995392115,940447503,
396902,141324,20085069,2020/06/08 20:57:39+00,2020/06/08 01:00:52+00,2020/06/08 09:00:55+00,4000  - 4099 BLOCK OF ARKANSAS AVENUE NW,THEFT F/AUTO,OTHERS,EVENING,4,4E,4,404,Cluster 18,002504 2,002504,Precinct 47,,396902,141324,38.9397996129,-77.0357342796,940447504,
397881,139901,20085424,2020/06/09 13:44:03+00,2020/06/09 03:59:54+00,2020/06/09 12:30:13+00,700 - 999 BLOCK OF HARVARD STREET NW,MOTOR VEHICLE THEFT,OTHERS,DAY,1,1E,3,304,Cluster 2,003100 1,003100,Precinct 37,,397881,139901,38.9269837049,-77.0244374849,940447505,
400173,142494,20086233,2020/06/11 01:09:50+00,2020/06/03 10:38:02+00,2020/06/03 10:40:03+00,5000 - 5020 BLOCK OF 6TH PLACE NE,THEFT/OTHER,OTHERS,EVENING,5,5A,4,405,Cluster 20,009509 3,009509,Precinct 66,,400173,142494,38.9503447491,-76.9980042141,940447506,
392672,143682,20086638,2020/06/11 22:13:18+00,2020/06/11 21:34:10+00,,4300 - 4399 BLOCK OF MILITARY ROAD NW,MOTOR VEHICLE THEFT,OTHERS,EVENING,3,3E,2,202,Cluster 11,001100 2,001100,Precinct 32,,392672,143682,38.9610160139,-77.0845509302,940447507,
396504,137376,20086950,2020/06/12 15:27:55+00,2020/06/12 14:28:40+00,2020/06/12 15:15:11+00,1100 - 1129 BLOCK OF CONNECTICUT AVENUE NW,THEFT/OTHER,OTHERS,DAY,2,2C,2,207,Cluster 6,010700 1,010700,Precinct 17,GOLDEN TRIANGLE,396504,137376,38.904233267,-77.0403049553,940447508,
393930,143053,20087018,2020/06/12 18:22:22+00,2020/06/12 16:50:36+00,2020/06/12 17:01:42+00,5000 - 5099 BLOCK OF CONNECTICUT AVENUE NW,THEFT/OTHER,OTHERS,DAY,3,3F,2,203,Cluster 10,001402 3,001402,Precinct 138,,393930,143053,38.9553594152,-77.070030485,940447509,
406697,135083,20087074,2020/06/12 19:48:01+00,2020/06/05 13:00:34+00,2020/06/05 21:00:45+00,5400 - 5599 BLOCK OF CALL PLACE SE,THEFT/OTHER,OTHERS,EVENING,7,7E,6,604,Cluster 33,009905 2,009905,Precinct 105,,406697,135083,38.8835585262,-76.9228134736,940447510,
396919,138634,20087532,2020/06/13 16:39:51+00,2020/06/13 03:00:50+00,2020/06/13 03:26:38+00,1500 - 1599 BLOCK OF T STREET NW,ROBBERY,OTHERS,DAY,2,2B,3,301,Cluster 6,004300 1,004300,Precinct 141,,396919,138634,38.9155673134,-77.0355261159,940447511,
398185,136610,20087775,2020/06/14 04:23:19+00,2020/06/14 03:01:19+00,2020/06/14 04:23:30+00,600 - 699 BLOCK OF F STREET NW,ROBBERY,OTHERS,MIDNIGHT,2,2C,1,101,Cluster 8,005801 2,005801,Precinct 129,DOWNTOWN,398185,136610,38.897337944,-77.0209228894,940447512,
397480,144667,20000483,2020/01/01 22:29:07+00,2020/01/01 20:04:17+00,2020/01/01 20:05:30+00,1242  - 1299 BLOCK OF VAN BUREN STREET NW,ROBBERY,OTHERS,EVENING,4,4A,4,402,Cluster 17,001804 2,001804,Precinct 61,,397480,144667,38.9699160917,-77.0290795479,940447613,
405054,134472,20000556,2020/01/02 01:11:01+00,2020/01/01 22:04:06+00,2020/01/02 00:01:54+00,4200 - 4299 BLOCK OF HILDRETH STREET SE,BURGLARY,OTHERS,EVENING,7,7E,6,605,Cluster 33,007707 1,007707,Precinct 106,,405054,134472,38.878065381,-76.9417544193,940447614,
398389,140433,20000957,2020/01/02 18:53:05+00,2019/12/30 20:00:20+00,2020/01/02 18:53:32+00,3300 - 3399 BLOCK OF PARK PLACE NW,THEFT/OTHER,OTHERS,DAY,1,1E,4,409,Cluster 2,003200 3,003200,Precinct 38,,398389,140433,38.9317772038,-77.0185801957,940447615,
395764,136921,20001024,2020/01/02 20:38:46+00,2020/01/02 17:15:24+00,2020/01/02 18:15:02+00,800 - 899 BLOCK OF 22ND STREET NW,THEFT/OTHER,OTHERS,EVENING,2,2A,2,207,Cluster 5,010800 1,010800,Precinct 2,,395764,136921,38.9001312114,-77.048833517,940447616,
401606,134903,20049210,2020/03/22 00:22:39+00,2020/03/21 21:40:42+00,2020/03/21 22:55:08+00,1600 - 1699 BLOCK OF POTOMAC AVENUE SE,ASSAULT W/DANGEROUS WEAPON,KNIFE,EVENING,6,6B,1,107,Cluster 26,006802 2,006802,Precinct 91,,401606,134903,38.8819610549,-76.9814904028,940447720,
405649,136393,20050293,2020/03/24 19:21:08+00,2020/03/24 18:40:25+00,2020/03/24 19:21:11+00,500 - 519 BLOCK OF 47TH STREET NE,ASSAULT W/DANGEROUS WEAPON,KNIFE,EVENING,7,7C,6,602,Cluster 30,007804 1,007804,Precinct 98,,405649,136393,38.8953668527,-76.9348814625,940447721,
399214.789999999,137753.75,20050401,2020/03/24 23:00:51+00,2020/03/24 22:05:40+00,,1200 - 1499 BLOCK OF NORTH CAPITOL STREET,ASSAULT W/DANGEROUS WEAPON,KNIFE,EVENING,5,5E,3,308,Cluster 21,004600 1,004600,Precinct 19,,399214.79,137753.75,38.9076427724,-77.0090530223,940447722,
405592,138052,20070309,2020/05/11 06:32:06+00,2020/05/11 02:50:22+00,2020/05/11 02:59:53+00,1500 - 1599 BLOCK OF KENILWORTH AVENUE NE,MOTOR VEHICLE THEFT,OTHERS,MIDNIGHT,7,7C,6,602,Cluster 31,009601 1,009601,Precinct 92,,405592,138052,38.9103120724,-76.9355250198,940447729,
397423,140440,20070998,2020/05/12 20:28:08+00,2020/05/12 14:08:18+00,2020/05/12 15:20:23+00,3400 - 3499 BLOCK OF 13TH STREET NW,THEFT/OTHER,OTHERS,EVENING,1,1A,3,302,Cluster 2,002900 2,002900,Precinct 42,,397423,140440,38.9318379598,-77.0297214187,940447730,
402129,133517,20071354,2020/05/13 15:04:24+00,2020/05/13 02:00:48+00,2020/05/13 14:00:58+00,2100 - 2199 BLOCK OF R STREET SE,THEFT F/AUTO,OTHERS,DAY,8,8A,6,607,Cluster 34,007601 3,007601,Precinct 133,,402129,133517,38.8694743066,-76.9754669754,940447731,
395378,140669,20071836,2020/05/14 14:59:06+00,2020/05/13 20:00:47+00,2020/05/14 12:00:45+00,2600 - 2699 BLOCK OF KLINGLE ROAD NW,BURGLARY,OTHERS,DAY,3,3C,2,203,Cluster 15,001304 1,001304,Precinct 34,,395378,140669,38.9338924835,-77.0533086384,940447732,
400557,140338,20072048,2020/05/14 22:25:28+00,2020/05/13 15:47:45+00,2020/05/13 21:00:50+00,3300 - 3399 BLOCK OF 9TH STREET NE,THEFT/OTHER,OTHERS,EVENING,5,5B,5,504,Cluster 21,009301 2,009301,Precinct 73,,400557,140338,38.930922715,-76.9935760119,940447733,
399874,128589,20072380,2020/05/15 16:03:01+00,2020/05/12 23:10:13+00,2020/05/13 00:00:45+00,4400 - 4599 BLOCK OF 3RD STREET SE,THEFT/OTHER,OTHERS,DAY,8,8E,7,708,Cluster 39,009811 1,009811,Precinct 125,,399874,128589,38.8250832849,-77.0014510284,940447734,
401064,129644,20072836,2020/05/16 08:54:08+00,2020/05/16 07:36:44+00,2020/05/16 08:00:14+00,1000 - 1389 BLOCK OF BARNABY TERRACE SE,ASSAULT W/DANGEROUS WEAPON,GUN,MIDNIGHT,8,8E,7,706,Cluster 39,009700 2,009700,Precinct 121,,401064,129644,38.834586581,-76.9877452403,940447735,
399950,129095,20072932,2020/05/16 17:05:32+00,2020/03/30 23:00:26+00,2020/05/13 15:00:37+00,4100 - 4199 BLOCK OF 4TH STREET SE,MOTOR VEHICLE THEFT,OTHERS,DAY,8,8D,7,708,Cluster 39,009811 1,009811,Precinct 125,,399950,129095,38.8296415775,-77.0005758417,940447736,
395160,137627,20074456,2020/05/19 23:42:42+00,2020/05/19 20:24:26+00,2020/05/19 20:25:17+00,1200 - 1299 BLOCK OF 27TH STREET NW,THEFT/OTHER,OTHERS,EVENING,2,2E,2,206,Cluster 4,000101 1,000101,Precinct 5,,395160,137627,38.9064879894,-77.055801532,940447737,
399081,139033,20074464,2020/05/20 04:38:54+00,2020/05/19 23:56:03+00,2020/05/20 00:15:49+00,1 - 99 BLOCK OF W STREET NW,MOTOR VEHICLE THEFT,OTHERS,MIDNIGHT,5,5E,3,306,Cluster 21,003301 1,003301,Precinct 135,,399081,139033,38.9191665571,-77.0105972566,940447738,
391587,142021,20074870,2020/05/20 21:38:23+00,2020/05/20 19:20:48+00,2020/05/20 19:30:54+00,4900 - 4908 BLOCK OF MASSACHUSETTS AVENUE NW,THEFT/OTHER,OTHERS,EVENING,3,3D,2,205,Cluster 13,000904 2,000904,Precinct 9,,391587,142021,38.9460435662,-77.0970493462,940447739,
405348,135414,20075438,2020/05/21 22:27:14+00,2020/05/21 00:30:26+00,2020/05/21 11:45:34+00,4470 - 4599 BLOCK OF C STREET SE,THEFT F/AUTO,OTHERS,EVENING,7,7E,6,604,Cluster 33,009907 2,009907,Precinct 103,,405348,135414,38.8865495403,-76.9383588427,940447740,
402659,131024,20075905,2020/05/22 23:31:55+00,2020/05/22 20:26:39+00,2020/05/22 23:02:23+00,3400 - 3465 BLOCK OF 25TH STREET SE,THEFT F/AUTO,OTHERS,EVENING,8,8E,7,704,Cluster 38,007409 1,007409,Precinct 116,,402659,131024,38.8470148655,-76.9693692861,940447741,
400264,129355,20075987,2020/05/23 00:20:06+00,2020/05/23 00:03:22+00,2020/05/23 00:20:14+00,500 - 799 BLOCK OF YUMA STREET SE,THEFT/OTHER,OTHERS,EVENING,8,8E,7,706,Cluster 39,009802 1,009802,Precinct 121,,400264,129355,38.8319837398,-76.9969594562,940447742,
404579,137347,20078165,2020/05/27 11:53:22+00,2020/05/25 03:00:40+00,2020/05/25 12:58:51+00,3500 - 3899 BLOCK OF JAY STREET NE,THEFT F/AUTO,OTHERS,DAY,7,7D,6,601,Cluster 30,009602 2,009602,Precinct 100,,404579,137347,38.9039670503,-76.9472094663,940447743,
393720,140689,20078372,2020/05/27 20:52:47+00,2020/05/22 21:30:56+00,2020/05/22 22:00:09+00,3300 - 3399 BLOCK OF WISCONSIN AVENUE NW,THEFT/OTHER,OTHERS,EVENING,3,3A,2,204,Cluster 14,001002 4,001002,Precinct 29,,393720,140689,38.9340623633,-77.0724316449,940447744,
401872,136822,20078445,2020/05/28 00:06:42+00,2020/05/27 21:48:26+00,2020/05/27 22:14:08+00,1700 - 1799 BLOCK OF BENNING ROAD NE,ASSAULT W/DANGEROUS WEAPON,KNIFE,EVENING,7,7D,5,507,Cluster 25,007901 1,007901,Precinct 81,,401872,136822,38.899247597,-76.9784194504,940447745,
396289,140499,20078855,2020/05/28 19:10:53+00,2020/05/27 12:00:39+00,2020/05/27 17:00:43+00,1800 - 1899 BLOCK OF PARK ROAD NW,THEFT F/AUTO,OTHERS,EVENING,1,1D,3,302,Cluster 2,002702 2,002702,Precinct 40,,396289,140499,38.9323653921,-77.0428005444,940447746,
396834,138855,20079379,2020/05/29 19:03:19+00,2020/05/28 04:00:46+00,2020/05/28 07:00:54+00,2000 - 2099 BLOCK OF 16TH STREET NW,MOTOR VEHICLE THEFT,OTHERS,EVENING,1,1B,3,301,Cluster 6,004201 1,004201,Precinct 24,,396834,138855,38.9175578524,-77.0365072452,940447747,
394193,137660,20079833,2020/05/30 16:36:39+00,2020/05/29 23:30:35+00,2020/05/30 13:45:59+00,3300 - 3399 BLOCK OF N STREET NW,MOTOR VEHICLE THEFT,OTHERS,DAY,2,2E,2,206,Cluster 4,000202 3,000202,Precinct 6,,394193,137660,38.9067794081,-77.0669505846,940447748,
405182,135041,20079842,2020/05/30 17:28:27+00,2020/05/30 16:33:54+00,2020/05/30 16:35:40+00,4310 - 4399 BLOCK OF E STREET SE,ASSAULT W/DANGEROUS WEAPON,GUN,DAY,7,7E,6,605,Cluster 33,009907 2,009907,Precinct 103,,405182,135041,38.8831904084,-76.9402749743,940447749,
398099,138206,20001084,2020/01/02 22:15:54+00,2020/01/02 21:10:45+00,2020/01/02 21:20:01+00,1601 - 1623 BLOCK OF 7TH STREET NW,THEFT/OTHER,OTHERS,EVENING,2,2G,3,307,Cluster 7,004901 2,004901,Precinct 18,,398099,138206,38.9117150902,-77.0219186944,940447763,
405327,135921,20001309,2020/01/03 04:52:09+00,2020/01/03 03:05:10+00,2020/01/03 03:12:52+00,4400 - 4499 BLOCK OF BENNING ROAD NE,THEFT/OTHER,OTHERS,MIDNIGHT,7,7F,6,603,Cluster 32,009603 1,009603,Precinct 102,,405327,135921,38.8911169135,-76.9385969585,940447764,
397330,138792,20002273,2020/01/04 22:01:38+00,2020/01/03 12:50:40+00,2020/01/04 00:45:04+00,1300 - 1399 BLOCK OF U STREET NW,THEFT/OTHER,OTHERS,EVENING,1,1B,3,305,Cluster 3,004401 2,004401,Precinct 22,,397330,138792,38.9169919745,-77.0307876091,940447765,
398946,138974,20050473,2020/03/25 01:45:50+00,2020/03/23 15:00:24+00,2020/03/23 15:15:29+00,2100 - 2199 BLOCK OF 1ST STREET NW,THEFT/OTHER,OTHERS,EVENING,5,5E,3,306,Cluster 21,003301 1,003301,Precinct 135,,398946,138974,38.9186349143,-77.0121538903,940447804,
406563,137414,20050996,2020/03/26 13:03:08+00,2020/03/25 02:30:20+00,2020/03/25 02:32:27+00,1020 - 1023 BLOCK OF EASTERN AVENUE NE,MOTOR VEHICLE THEFT,OTHERS,DAY,7,7C,6,602,Cluster 31,007806 1,007806,Precinct 93,,406563,137414,38.9045580351,-76.9243356271,940447805,
401745,133587,20051291,2020/03/27 02:26:15+00,2020/03/27 00:49:33+00,2020/03/27 02:25:59+00,1600 - 1699 BLOCK OF 17TH PLACE SE,ASSAULT W/DANGEROUS WEAPON,GUN,EVENING,8,8A,6,607,Cluster 34,007601 4,007601,Precinct 140,,401745,133587,38.8701057408,-76.9798917301,940447806,
400589,134987,20051515,2020/03/27 17:56:40+00,2020/03/27 03:30:17+00,2020/03/27 03:35:25+00,900 - 999 BLOCK OF E STREET SE,THEFT/OTHER,OTHERS,DAY,6,6B,1,106,Cluster 26,007000 2,007000,Precinct 90,CAPITOL HILL,400589,134987,38.8827190288,-76.9932115389,940447807,
396523,138059,20051958,2020/03/28 18:44:06+00,2020/03/28 00:00:35+00,2020/03/28 13:00:40+00,1700 - 1799 BLOCK OF CHURCH STREET NW,THEFT F/AUTO,OTHERS,DAY,2,2B,2,208,Cluster 6,005303 2,005303,Precinct 15,,396523,138059,38.9103860425,-77.0400893646,940447808,
403803,136401,20052454,2020/03/29 23:17:00+00,2020/03/26 16:30:11+00,2020/03/29 20:30:17+00,3400 - 3698 BLOCK OF EADS STREET NE,THEFT F/AUTO,OTHERS,EVENING,7,7D,6,603,Cluster 32,009604 2,009604,Precinct 101,,403803,136401,38.8954488436,-76.9561610779,940447809,
401637,129905,20052983,2020/03/31 04:07:04+00,2020/03/30 11:15:19+00,2020/03/30 20:45:31+00,1300 - 1899 BLOCK OF SOUTHERN AVENUE SE,THEFT F/AUTO,OTHERS,MIDNIGHT,8,8E,7,706,Cluster 38,007304 4,007304,Precinct 121,,401637,129905,38.8369369085,-76.9811450168,940447810,
400489,136927,20053249,2020/03/31 23:36:31+00,2020/03/31 20:33:59+00,2020/03/31 20:38:23+00,800 - 899 BLOCK OF H STREET NE,THEFT F/AUTO,OTHERS,EVENING,6,6A,1,104,Cluster 25,008410 1,008410,Precinct 83,,400489,136927,38.900195332,-76.9943626983,940447811,
401445,137508,20053960,2020/04/02 17:23:37+00,2020/04/02 16:40:50+00,,1300 - 1399 BLOCK OF QUEEN STREET NE,THEFT/OTHER,OTHERS,DAY,5,5D,5,506,Cluster 23,008804 1,008804,Precinct 78,,401445,137508,38.9054281338,-76.9833404936,940447812,
403569,135938,20054028,2020/04/02 21:07:37+00,2020/03/27 19:00:40+00,2020/04/02 21:08:54+00,3300 - 3399 BLOCK OF ALDEN PLACE NE,THEFT/OTHER,OTHERS,EVENING,7,7D,6,603,Cluster 32,009604 1,009604,Precinct 101,,403569,135938,38.8912789503,-76.9588609078,940447813,
404084.549999997,139109.41,20054665,2020/04/04 09:47:17+00,2020/04/04 08:31:01+00,2020/04/04 09:47:28+00,2400 - 2499 BLOCK OF MARKET STREET NE,BURGLARY,OTHERS,MIDNIGHT,5,5C,5,503,Cluster 24,009000 3,009000,Precinct 139,,404084.55,139109.41,38.9198458716,-76.9528994141,940447814,
406741,135941,20055594,2020/04/06 17:38:27+00,2020/04/03 23:30:23+00,2020/04/04 15:30:43+00,5423 - 5599 BLOCK OF BLAINE STREET NE,MOTOR VEHICLE THEFT,OTHERS,DAY,7,7C,6,608,Cluster 31,007808 3,007808,Precinct 96,,406741,135941,38.891287376,-76.922297933,940447815,
398403,138469,20055600,2020/04/06 17:26:58+00,2020/04/06 15:48:01+00,2020/04/06 17:10:59+00,432 - 499 BLOCK OF S STREET NW,THEFT/OTHER,OTHERS,DAY,2,2G,3,306,Cluster 3,004801 2,004801,Precinct 21,,398403,138469,38.9140848879,-77.0184141599,940447816,
401074,140646,20055616,2020/04/06 17:56:04+00,2020/04/06 16:15:17+00,2020/04/06 17:56:00+00,1300 - 1399 BLOCK OF NEWTON STREET NE,ROBBERY,OTHERS,DAY,5,5B,5,504,Cluster 22,009301 4,009301,Precinct 73,,401074,140646,38.9336967931,-76.9876128694,940447817,
401027,141425,20055855,2020/04/07 04:43:08+00,2020/04/03 19:00:17+00,2020/04/03 19:30:27+00,1300 - 1305 BLOCK OF TAYLOR STREET NE,THEFT/OTHER,OTHERS,MIDNIGHT,5,5B,4,405,Cluster 20,009503 3,009503,Precinct 67,,401027,141425,38.9407143122,-76.9881537847,940447818,
397497,137709,20056358,2020/04/08 14:16:35+00,2020/04/06 20:00:21+00,2020/04/07 12:00:27+00,1200 - 1299 BLOCK OF N STREET NW,THEFT/OTHER,OTHERS,DAY,2,2F,3,307,Cluster 7,005004 2,005004,Precinct 17,,397497,137709,38.9072364357,-77.0288579946,940447819,
395766,137555,20056493,2020/04/08 20:20:23+00,2020/04/08 19:41:56+00,2020/04/08 19:42:35+00,1200 - 1249 BLOCK OF 22ND STREET NW,THEFT/OTHER,OTHERS,EVENING,2,2A,2,208,Cluster 5,005501 1,005501,Precinct 4,,395766,137555,38.9058425164,-77.0488143688,940447820,
397309,139763,20057100,2020/04/10 02:16:39+00,2020/04/09 23:30:34+00,2020/04/10 00:15:39+00,1300 - 1399 BLOCK OF GIRARD STREET NW,BURGLARY,OTHERS,EVENING,1,1A,3,304,Cluster 2,003600 2,003600,Precinct 36,,397309,139763,38.9257389919,-77.0310335651,940447821,
397496,136376,20057361,2020/04/10 19:50:46+00,2020/04/10 16:39:13+00,2020/04/10 19:40:53+00,1200 - 1299 BLOCK OF PENNSYLVANIA AVENUE NW,THEFT/OTHER,OTHERS,EVENING,2,2C,2,209,Cluster 8,005802 3,005802,Precinct 129,DOWNTOWN,397496,136376,38.8952282943,-77.0288646645,940447822,
404541,136535,20057458,2020/04/10 22:45:49+00,2020/04/09 17:00:25+00,2020/04/09 18:00:36+00,4000 - 4121 BLOCK OF MINNESOTA AVENUE NE,THEFT F/AUTO,OTHERS,EVENING,7,7F,6,602,Cluster 30,007803 1,007803,Precinct 99,,404541,136535,38.8966524619,-76.94765293,940447823,
403969,135593,20057798,2020/04/11 20:57:17+00,2020/04/11 19:47:37+00,2020/04/11 20:40:22+00,3600 - 3625 BLOCK OF MINNESOTA AVENUE SE,BURGLARY,OTHERS,EVENING,7,7F,6,603,Cluster 32,007703 4,007703,Precinct 107,,403969,135593,38.8881693465,-76.9542521879,940447824,
397497,137413,20030881,2020/02/20 16:48:07+00,2020/02/19 14:48:07+00,2020/02/20 10:30:42+00,1200 - 1299 BLOCK OF MASSACHUSETTS AVENUE NW,THEFT/OTHER,OTHERS,DAY,2,2F,3,307,Cluster 8,005004 3,005004,Precinct 17,,397497,137413,38.9045699645,-77.0288569158,940447825,
398758,145213,20030967,2020/02/20 19:02:04+00,2020/02/20 18:11:48+00,,100  - 199 BLOCK OF CARROLL STREET NW,THEFT F/AUTO,OTHERS,DAY,4,4B,4,401,Cluster 17,001702 2,001702,Precinct 63,,398758,145213,38.974837325,-77.0143330525,940447826,
394622,137482,20031525,2020/02/21 16:50:44+00,2020/02/21 15:12:33+00,2020/02/21 15:20:59+00,3100 - 3199 BLOCK OF M STREET NW,THEFT/OTHER,OTHERS,DAY,2,2E,2,206,Cluster 4,000102 3,000102,Precinct 5,GEORGETOWN,394622,137482,38.9051786519,-77.0620031271,940447827,
391723,139960,20032803,2020/02/23 18:15:36+00,2020/02/23 16:30:02+00,2020/02/23 17:45:23+00,2600 - 3199 BLOCK OF CHAIN BRIDGE ROAD NW,THEFT F/AUTO,OTHERS,DAY,3,3D,2,205,Cluster 13,000902 1,000902,Precinct 8,,391723,139960,38.9274787676,-77.09545564,940447828,
401211,138483,20032872,2020/02/23 23:56:22+00,2020/02/23 19:20:52+00,2020/02/23 23:56:49+00,1300 - 1399 BLOCK OF OKIE STREET NE,ROBBERY,GUN,EVENING,5,5D,5,506,Cluster 23,008803 1,008803,Precinct 76,,401211,138483,38.9142116212,-76.9860365766,940447829,
397766,141080,20032895,2020/02/24 02:09:34+00,2020/02/23 20:00:34+00,2020/02/23 21:00:16+00,900  - 927 BLOCK OF QUINCY STREET NW,THEFT F/AUTO,OTHERS,EVENING,4,4C,4,404,Cluster 18,002503 2,002503,Precinct 47,,397766,141080,38.9376042111,-77.0257675666,940447830,
397236,139162,20079885,2020/05/30 19:42:24+00,2020/05/30 00:00:38+00,2020/05/30 01:00:41+00,2300 - 2398 BLOCK OF 14TH STREET NW,THEFT/OTHER,OTHERS,EVENING,1,1B,3,304,Cluster 2,003701 2,003701,Precinct 23,,397236,139162,38.920324765,-77.031873007,940447831,
394146,138598,20080342,2020/05/31 11:51:25+00,2020/05/30 11:00:30+00,2020/05/31 11:30:28+00,1738 - 1898 BLOCK OF WISCONSIN AVENUE NW,BURGLARY,OTHERS,DAY,2,2E,2,206,Cluster 4,000102 1,000102,Precinct 5,,394146,138598,38.9152289174,-77.0675004574,940447832,
